scene_id,predicted_room_id,class_id,class_label,gt_class_present_in_room,gt_class_present_in_scene,num_gt_instances_in_room,belief
00847-bCPU9suPUw9,0_0,146,dirt ground,0,0,0,0.0
00847-bCPU9suPUw9,0_0,147,dish rack,0,0,0,0.0
00847-bCPU9suPUw9,0_0,148,dishwasher,0,0,0,0.0
00847-bCPU9suPUw9,0_0,149,dispenser,0,0,0,0.0
00847-bCPU9suPUw9,0_0,150,display case,0,0,0,0.0
00847-bCPU9suPUw9,0_0,151,document,0,0,0,0.0
00847-bCPU9suPUw9,0_0,152,document holder,0,0,0,0.0
00847-bCPU9suPUw9,0_0,153,dog leash,0,0,0,0.0
00847-bCPU9suPUw9,0_0,154,dog toy,0,0,0,0.0
00847-bCPU9suPUw9,0_0,155,doily,0,0,0,0.0
00847-bCPU9suPUw9,0_0,156,doll,0,0,0,0.0
00847-bCPU9suPUw9,0_0,157,door screen,0,0,0,0.0
00847-bCPU9suPUw9,0_0,158,drawer,0,1,0,0.9879736527188694
00847-bCPU9suPUw9,0_0,159,drawer cart,0,0,0,0.0
00847-bCPU9suPUw9,0_0,160,dressing table,0,0,0,0.0
00847-bCPU9suPUw9,0_0,161,drill,0,0,0,0.0
00847-bCPU9suPUw9,0_0,162,drum,0,0,0,0.0
00847-bCPU9suPUw9,0_0,163,dustpan,0,0,0,0.0
00847-bCPU9suPUw9,0_0,164,dvd,0,0,0,0.0
00847-bCPU9suPUw9,0_0,165,easel,0,0,0,0.0
00847-bCPU9suPUw9,0_0,166,electric hub,0,0,0,0.0
00847-bCPU9suPUw9,0_0,167,electric wire casing,0,0,0,0.0
00847-bCPU9suPUw9,0_0,168,electrical box,0,0,0,0.0
00847-bCPU9suPUw9,0_0,169,electrical device,0,1,0,0.0
00847-bCPU9suPUw9,0_0,170,electrical installation,0,0,0,0.0
00847-bCPU9suPUw9,0_0,171,elevator,0,0,0,0.0
00847-bCPU9suPUw9,0_0,172,exercise ball,0,0,0,0.0
00847-bCPU9suPUw9,0_0,173,exercise bike,0,0,0,0.0
00847-bCPU9suPUw9,0_0,174,exercise equipment,0,0,0,0.0
00847-bCPU9suPUw9,0_0,175,exercise ladder,0,0,0,0.0
00847-bCPU9suPUw9,0_0,176,exercise mat,0,0,0,0.0
00847-bCPU9suPUw9,0_0,177,exhibition panel,0,0,0,0.0
00847-bCPU9suPUw9,0_0,178,extractor hood,0,0,0,0.0
00847-bCPU9suPUw9,0_0,179,eyeglasses,0,0,0,0.0
00847-bCPU9suPUw9,0_0,180,fan,0,0,0,0.9050594228478904
00847-bCPU9suPUw9,0_0,181,faucet,1,1,1,0.0
00847-bCPU9suPUw9,0_0,182,fire extinguisher,0,0,0,0.0
00847-bCPU9suPUw9,0_0,183,fireplace,0,0,0,0.0
00847-bCPU9suPUw9,0_0,184,fireplace tool set,0,0,0,0.0
00847-bCPU9suPUw9,0_0,185,firewood,0,0,0,0.0
00847-bCPU9suPUw9,0_0,186,fishing rod,0,0,0,0.0
00847-bCPU9suPUw9,0_0,187,flag,0,0,0,0.0
00847-bCPU9suPUw9,0_0,188,flashlight,0,0,0,0.0
00847-bCPU9suPUw9,0_0,189,floor stand,0,0,0,0.0
00847-bCPU9suPUw9,0_0,190,flower stand,0,0,0,0.0
00847-bCPU9suPUw9,0_0,191,flowerbed,0,0,0,0.0
00847-bCPU9suPUw9,0_0,192,flush,0,0,0,0.0
00847-bCPU9suPUw9,0_0,193,flush button,0,0,0,0.0
00847-bCPU9suPUw9,0_0,194,flush push,0,0,0,0.0
00847-bCPU9suPUw9,0_0,195,foam,0,0,0,0.26664637187248774
00847-bCPU9suPUw9,0_0,196,folding stand,0,0,0,0.0
00847-bCPU9suPUw9,0_0,197,food,0,0,0,0.0
00847-bCPU9suPUw9,0_0,198,food processor,0,0,0,0.0
00847-bCPU9suPUw9,0_0,199,food stand,0,0,0,0.0
00847-bCPU9suPUw9,0_0,200,foosball table,0,0,0,0.0
00847-bCPU9suPUw9,0_0,201,foot spa,0,0,0,0.0
00847-bCPU9suPUw9,0_0,202,football,0,0,0,0.0
00847-bCPU9suPUw9,0_0,203,footstool,0,1,0,0.0
00847-bCPU9suPUw9,0_0,204,frame,0,0,0,0.0
00847-bCPU9suPUw9,0_0,205,fruit,0,0,0,0.0
00847-bCPU9suPUw9,0_0,206,fume cupboard,0,0,0,0.0
00847-bCPU9suPUw9,0_0,207,fur,0,0,0,0.0
00847-bCPU9suPUw9,0_0,208,furnace,0,0,0,0.0
00847-bCPU9suPUw9,0_0,209,furniture,0,0,0,0.0
00847-bCPU9suPUw9,0_0,210,game,0,0,0,0.0
00847-bCPU9suPUw9,0_0,211,game console,0,0,0,0.0
00847-bCPU9suPUw9,0_0,212,gap,0,0,0,0.0
00847-bCPU9suPUw9,0_0,213,garage door motor,0,0,0,0.0
00847-bCPU9suPUw9,0_0,214,garage door opener,0,0,0,0.0
00847-bCPU9suPUw9,0_0,215,garage door opener railing,0,0,0,0.0
00847-bCPU9suPUw9,0_0,216,gas box,0,0,0,0.0
00847-bCPU9suPUw9,0_0,217,gas container,0,0,0,0.0
00847-bCPU9suPUw9,0_0,218,gas meter,0,0,0,0.0
00847-bCPU9suPUw9,0_0,219,gauge,0,0,0,0.0
00847-bCPU9suPUw9,0_0,220,gift,0,0,0,0.0
00847-bCPU9suPUw9,0_0,221,glass,0,0,0,0.0
00847-bCPU9suPUw9,0_0,222,glasses,0,0,0,0.0
00847-bCPU9suPUw9,0_0,223,globe,0,0,0,0.0
00847-bCPU9suPUw9,0_0,224,globe stand,0,0,0,0.0
00847-bCPU9suPUw9,0_0,225,gloves,0,0,0,0.0
00847-bCPU9suPUw9,0_0,226,glue,0,0,0,0.0
00847-bCPU9suPUw9,0_0,227,goalpost,0,0,0,0.0
00847-bCPU9suPUw9,0_0,228,golf sticks,0,0,0,0.0
00847-bCPU9suPUw9,0_0,229,grab bar,0,0,0,0.0
00847-bCPU9suPUw9,0_0,230,grass,0,0,0,0.0
00847-bCPU9suPUw9,0_0,231,grate,0,0,0,0.0
00847-bCPU9suPUw9,0_0,232,gravel,0,0,0,0.0
00847-bCPU9suPUw9,0_0,233,groceries,0,0,0,0.0
00847-bCPU9suPUw9,0_0,234,guitar,0,0,0,0.0
00847-bCPU9suPUw9,0_0,235,gun,0,0,0,0.0
00847-bCPU9suPUw9,0_0,236,gym rope,0,0,0,0.0
00847-bCPU9suPUw9,0_0,237,hair brush,0,0,0,0.0
00847-bCPU9suPUw9,0_0,238,hair dryer,0,0,0,0.0
00847-bCPU9suPUw9,0_0,239,hammer,0,0,0,0.0
00847-bCPU9suPUw9,0_0,240,hammock,0,0,0,0.0
00847-bCPU9suPUw9,0_0,241,hand dryer,0,0,0,0.0
00847-bCPU9suPUw9,0_0,242,handcart,0,0,0,0.0
00847-bCPU9suPUw9,0_0,243,handkerchiefs,0,0,0,0.0
00847-bCPU9suPUw9,0_0,244,handle,0,1,0,0.8582006286879016
00847-bCPU9suPUw9,0_0,245,hanger,1,1,2,0.0
00847-bCPU9suPUw9,0_0,246,hat,0,0,0,0.0
00847-bCPU9suPUw9,0_0,247,hatch,0,0,0,0.0
00847-bCPU9suPUw9,0_0,248,headboard,0,0,0,0.0
00847-bCPU9suPUw9,0_0,249,headphones,0,0,0,0.0
00847-bCPU9suPUw9,0_0,250,heater,0,0,0,0.0
00847-bCPU9suPUw9,0_0,251,heater piping,0,0,0,0.0
00847-bCPU9suPUw9,0_0,252,holder,0,0,0,0.0
00847-bCPU9suPUw9,0_0,253,holy cross,0,0,0,0.0
00847-bCPU9suPUw9,0_0,254,hook,0,0,0,0.0
00847-bCPU9suPUw9,0_0,255,hose,0,0,0,0.0
00847-bCPU9suPUw9,0_0,256,hourglass,0,0,0,0.0
00847-bCPU9suPUw9,0_0,257,hoverboard,0,0,0,0.0
00847-bCPU9suPUw9,0_0,258,ice maker,0,0,0,0.0
00847-bCPU9suPUw9,0_0,259,information,0,0,0,0.0
00847-bCPU9suPUw9,0_0,260,installation,0,0,0,0.0
00847-bCPU9suPUw9,0_0,261,instrument,0,0,0,0.0
00847-bCPU9suPUw9,0_0,262,iron,0,0,0,0.0
00847-bCPU9suPUw9,0_0,263,ironing board,0,0,0,0.0
00847-bCPU9suPUw9,0_0,264,jewelry,0,0,0,0.0
00847-bCPU9suPUw9,0_0,265,jug,0,0,0,0.0
00847-bCPU9suPUw9,0_0,266,keg,0,0,0,0.0
00847-bCPU9suPUw9,0_0,267,kettle,0,0,0,0.0
00847-bCPU9suPUw9,0_0,268,keys,0,0,0,0.0
00847-bCPU9suPUw9,0_0,269,kitchen appliance,1,1,2,0.0
00847-bCPU9suPUw9,0_0,270,kitchen handle,0,0,0,0.0
00847-bCPU9suPUw9,0_0,271,kitchen island,0,0,0,0.0
00847-bCPU9suPUw9,0_0,272,kitchen utensil,0,0,0,0.0
00847-bCPU9suPUw9,0_0,273,knife,0,0,0,0.0
00847-bCPU9suPUw9,0_0,274,knob,0,0,0,0.0
00847-bCPU9suPUw9,0_0,275,lace doily,0,0,0,0.0
00847-bCPU9suPUw9,0_0,276,ladder,0,0,0,0.0
00847-bCPU9suPUw9,0_0,277,landing,0,0,0,0.0
00847-bCPU9suPUw9,0_0,278,laundry,0,1,0,0.0
00847-bCPU9suPUw9,0_0,279,lawn mower,0,0,0,0.0
00847-bCPU9suPUw9,0_0,280,level,0,0,0,0.0
00847-bCPU9suPUw9,0_0,281,lid,0,0,0,0.6693308049038843
00847-bCPU9suPUw9,0_0,282,light,1,1,3,0.5643676505007931
00847-bCPU9suPUw9,0_0,283,lighter,0,0,0,0.0
00847-bCPU9suPUw9,0_0,284,liquid,0,0,0,0.0
00847-bCPU9suPUw9,0_0,285,locker,0,0,0,0.0
00847-bCPU9suPUw9,0_0,286,machine,0,0,0,0.0
00847-bCPU9suPUw9,0_0,287,mailbox,0,0,0,0.0
00847-bCPU9suPUw9,0_0,288,mannequin,0,0,0,0.0
00847-bCPU9suPUw9,0_0,289,map,0,0,0,0.0
00847-bCPU9suPUw9,0_0,290,mascot,0,0,0,0.0
00847-bCPU9suPUw9,0_0,291,massage bed,0,0,0,0.0
00847-bCPU9suPUw9,0_0,292,material,0,0,0,0.0
00847-bCPU9suPUw9,0_0,293,measuring tape,0,0,0,0.0
00847-bCPU9suPUw9,0_0,294,medical lamp,0,0,0,0.0
00847-bCPU9suPUw9,0_0,295,medical object,0,0,0,0.0
00847-bCPU9suPUw9,0_0,296,menu,0,0,0,0.0
00847-bCPU9suPUw9,0_0,297,meshwork,0,0,0,0.0
00847-bCPU9suPUw9,0_0,298,meter,0,0,0,0.0
00847-bCPU9suPUw9,0_0,299,microphone,0,0,0,0.0
00847-bCPU9suPUw9,0_0,300,microphone accessory,0,0,0,0.0
00847-bCPU9suPUw9,0_0,301,microwave,0,0,0,0.9999999894358195
00847-bCPU9suPUw9,0_0,302,mirror,1,1,1,0.0
00847-bCPU9suPUw9,0_0,303,model,0,0,0,0.0
00847-bCPU9suPUw9,0_0,304,modem,0,0,0,0.0
00847-bCPU9suPUw9,0_0,305,mop,0,0,0,0.0
00847-bCPU9suPUw9,0_0,306,mortar,0,0,0,0.45902947650876325
00847-bCPU9suPUw9,0_0,307,motorcycle,0,0,0,0.0
00847-bCPU9suPUw9,0_0,308,music equipment,0,0,0,0.0
00847-bCPU9suPUw9,0_0,309,napkin,0,0,0,0.0
00847-bCPU9suPUw9,0_0,310,nightstand,0,0,0,0.0
00847-bCPU9suPUw9,0_0,311,oar,0,0,0,0.0
00847-bCPU9suPUw9,0_0,312,object,0,0,0,0.0
00847-bCPU9suPUw9,0_0,313,objects,0,0,0,0.0
00847-bCPU9suPUw9,0_0,314,outlet,0,0,0,0.0
00847-bCPU9suPUw9,0_0,315,oven,1,1,2,0.9520850255612252
00847-bCPU9suPUw9,0_0,316,overhang,0,0,0,0.9999474437879665
00847-bCPU9suPUw9,0_0,317,pad,0,0,0,0.0
00847-bCPU9suPUw9,0_0,318,painting stuff,0,0,0,0.0
00847-bCPU9suPUw9,0_0,319,pan,0,0,0,0.9998687519588734
00847-bCPU9suPUw9,0_0,320,panel,0,0,0,0.0
00847-bCPU9suPUw9,0_0,321,pantry,0,0,0,0.0
00847-bCPU9suPUw9,0_0,322,paper holder,0,0,0,0.0
00847-bCPU9suPUw9,0_0,323,paper storage,0,0,0,0.0
00847-bCPU9suPUw9,0_0,324,paper towel,1,1,1,0.00674733161838903
00847-bCPU9suPUw9,0_0,325,parapet,0,0,0,0.0
00847-bCPU9suPUw9,0_0,326,partial,0,0,0,0.987147628458982
00847-bCPU9suPUw9,0_0,327,pavement,0,0,0,0.0
00847-bCPU9suPUw9,0_0,328,pedestal,0,0,0,0.0
00847-bCPU9suPUw9,0_0,329,pen,0,0,0,0.0
00847-bCPU9suPUw9,0_0,330,pendant,0,0,0,0.0
00847-bCPU9suPUw9,0_0,331,pet bed,0,0,0,0.0
00847-bCPU9suPUw9,0_0,332,pet bowl,0,0,0,0.0
00847-bCPU9suPUw9,0_0,333,phone,0,0,0,0.0
00847-bCPU9suPUw9,0_0,334,photo mount,0,0,0,0.0
00847-bCPU9suPUw9,0_0,335,photo stand,0,0,0,0.0
00847-bCPU9suPUw9,0_0,336,piano,0,0,0,0.0
00847-bCPU9suPUw9,0_0,337,pillow,0,1,0,0.0
00847-bCPU9suPUw9,0_0,338,pitchfork,0,0,0,0.0
00847-bCPU9suPUw9,0_0,339,place mat,0,0,0,0.0
00847-bCPU9suPUw9,0_0,340,plane,0,0,0,0.0
00847-bCPU9suPUw9,0_0,341,plank,0,0,0,0.0
00847-bCPU9suPUw9,0_0,342,plant,1,1,1,0.0
00847-bCPU9suPUw9,0_0,343,plant ornament,0,0,0,0.0
00847-bCPU9suPUw9,0_0,344,platform,0,0,0,0.0
00847-bCPU9suPUw9,0_0,345,playpen,0,0,0,0.0
00847-bCPU9suPUw9,0_0,346,plenum box,0,0,0,0.0
00847-bCPU9suPUw9,0_0,347,pliers,0,0,0,0.0
00847-bCPU9suPUw9,0_0,348,plumbing,0,0,0,0.0
00847-bCPU9suPUw9,0_0,349,plunger,0,0,0,0.0
00847-bCPU9suPUw9,0_0,350,podium,0,0,0,0.0
00847-bCPU9suPUw9,0_0,351,pole,0,0,0,0.0
00847-bCPU9suPUw9,0_0,352,pool,0,0,0,0.0
00847-bCPU9suPUw9,0_0,353,pool table,0,0,0,0.0
00847-bCPU9suPUw9,0_0,354,porcelain,0,0,0,0.0
00847-bCPU9suPUw9,0_0,355,poster,0,0,0,0.0
00847-bCPU9suPUw9,0_0,356,pot,0,0,0,0.0
00847-bCPU9suPUw9,0_0,357,pot lid,0,0,0,0.0
00847-bCPU9suPUw9,0_0,358,pouches,0,0,0,0.0
00847-bCPU9suPUw9,0_0,359,press,0,0,0,0.0
00847-bCPU9suPUw9,0_0,360,pressure washer,0,0,0,0.0
00847-bCPU9suPUw9,0_0,361,printer,0,0,0,0.0
00847-bCPU9suPUw9,0_0,362,product,0,0,0,0.0
00847-bCPU9suPUw9,0_0,363,products,0,0,0,0.0
00847-bCPU9suPUw9,0_0,364,prop,0,0,0,0.0
00847-bCPU9suPUw9,0_0,365,pump,0,0,0,0.0
00847-bCPU9suPUw9,0_0,366,punchbag,0,0,0,0.0
00847-bCPU9suPUw9,0_0,367,puppet,0,0,0,0.0
00847-bCPU9suPUw9,0_0,368,rag,0,0,0,0.0
00847-bCPU9suPUw9,0_0,369,rail,0,0,0,0.0
00847-bCPU9suPUw9,0_0,370,rake,0,0,0,0.0
00847-bCPU9suPUw9,0_0,371,receipt printer,0,0,0,0.0
00847-bCPU9suPUw9,0_0,372,records,0,0,0,0.0
00847-bCPU9suPUw9,0_0,373,recuperator,0,0,0,0.0
00847-bCPU9suPUw9,0_0,374,refrigerator,0,1,0,0.6439462436939752
00847-bCPU9suPUw9,0_0,375,remote control,0,0,0,0.0
00847-bCPU9suPUw9,0_0,376,rice cooker,0,0,0,0.0
00847-bCPU9suPUw9,0_0,377,riser,0,0,0,0.0
00847-bCPU9suPUw9,0_0,378,rocking horse,0,0,0,0.0
00847-bCPU9suPUw9,0_0,379,rod,0,0,0,0.0
00847-bCPU9suPUw9,0_0,380,roll,0,0,0,0.0
00847-bCPU9suPUw9,0_0,381,rope,0,0,0,0.0
00847-bCPU9suPUw9,0_0,382,router,0,0,0,0.0
00847-bCPU9suPUw9,0_0,383,rug,1,1,1,0.0
00847-bCPU9suPUw9,0_0,384,safe,0,0,0,0.0
00847-bCPU9suPUw9,0_0,385,saturator,0,0,0,0.0
00847-bCPU9suPUw9,0_0,386,sauna,0,0,0,0.0
00847-bCPU9suPUw9,0_0,387,saw,0,0,0,0.0
00847-bCPU9suPUw9,0_0,388,saxophone,0,0,0,0.0
00847-bCPU9suPUw9,0_0,389,scale,0,0,0,0.0
00847-bCPU9suPUw9,0_0,390,scanner,0,0,0,0.0
00847-bCPU9suPUw9,0_0,391,screen,0,0,0,0.0
00847-bCPU9suPUw9,0_0,392,screen frame,0,0,0,0.0
00847-bCPU9suPUw9,0_0,393,screwdriver,0,0,0,0.0
00847-bCPU9suPUw9,0_0,394,sculpture,0,0,0,0.0
00847-bCPU9suPUw9,0_0,395,security camera,0,0,0,0.0
00847-bCPU9suPUw9,0_0,396,self-closing mechanism,0,0,0,0.0
00847-bCPU9suPUw9,0_0,397,sensor,0,1,0,0.0
00847-bCPU9suPUw9,0_0,398,separator,0,0,0,0.0
00847-bCPU9suPUw9,0_0,399,set of valves,0,0,0,0.0
00847-bCPU9suPUw9,0_0,400,sewing machine,0,0,0,0.0
